sleep_hours,distance,date,user_type
5.77,8.61,4/27/2016,Pro level
6.25,8.61,4/27/2016,Pro level
6.27,8.61,4/27/2016,Pro level
6.90,8.61,4/27/2016,Pro level
7.17,8.61,4/27/2016,Pro level
7.47,8.61,4/27/2016,Pro level
7.52,8.61,4/27/2016,Pro level
7.63,8.61,4/27/2016,Pro level
8.23,8.61,4/27/2016,Pro level
8.25,8.61,4/27/2016,Pro level
8.27,8.61,4/27/2016,Pro level
8.33,8.61,4/27/2016,Pro level
8.35,8.61,4/27/2016,Pro level
8.77,8.61,4/27/2016,Pro level
9.02,8.61,4/27/2016,Pro level
9.92,8.61,4/27/2016,Pro level
9.95,8.61,4/27/2016,Pro level
10.68,8.61,4/27/2016,Pro level
1.78,5.03,4/27/2016,Intermediate Level
1.80,5.03,4/27/2016,Intermediate Level
5.75,5.03,4/27/2016,Intermediate Level
5.88,5.03,4/27/2016,Intermediate Level
6.05,5.03,4/27/2016,Intermediate Level
6.23,5.03,4/27/2016,Intermediate Level
6.32,5.03,4/27/2016,Intermediate Level
6.52,5.03,4/27/2016,Intermediate Level
6.70,5.03,4/27/2016,Intermediate Level
6.77,5.03,4/27/2016,Intermediate Level
6.95,5.03,4/27/2016,Intermediate Level
7.07,5.03,4/27/2016,Intermediate Level
7.10,5.03,4/27/2016,Intermediate Level
7.27,5.03,4/27/2016,Intermediate Level
7.37,5.03,4/27/2016,Intermediate Level
7.50,5.03,4/27/2016,Intermediate Level
7.62,5.03,4/27/2016,Intermediate Level
7.65,5.03,4/27/2016,Intermediate Level
7.70,5.03,4/27/2016,Intermediate Level
7.82,5.03,4/27/2016,Intermediate Level
8.20,5.03,4/27/2016,Intermediate Level
8.32,5.03,4/27/2016,Intermediate Level
8.35,5.03,4/27/2016,Intermediate Level
8.55,5.03,4/27/2016,Intermediate Level
8.83,5.03,4/27/2016,Intermediate Level
8.88,5.03,4/27/2016,Intermediate Level
9.03,5.03,4/27/2016,Intermediate Level
2.02,6.32,4/27/2016,Intermediate Level
2.15,6.32,4/27/2016,Intermediate Level
2.23,6.32,4/27/2016,Intermediate Level
2.28,6.32,4/27/2016,Intermediate Level
2.98,6.32,4/27/2016,Intermediate Level
4.28,5.72,4/27/2016,Intermediate Level
5.20,5.72,4/27/2016,Intermediate Level
6.10,5.72,4/27/2016,Intermediate Level
6.22,5.72,4/27/2016,Intermediate Level
6.33,5.72,4/27/2016,Intermediate Level
6.77,5.72,4/27/2016,Intermediate Level
6.92,5.72,4/27/2016,Intermediate Level
7.13,5.72,4/27/2016,Intermediate Level
7.15,5.72,4/27/2016,Intermediate Level
7.17,5.72,4/27/2016,Intermediate Level
7.18,5.72,4/27/2016,Intermediate Level
7.23,5.72,4/27/2016,Intermediate Level
7.32,5.72,4/27/2016,Intermediate Level
7.37,5.72,4/27/2016,Intermediate Level
7.45,5.72,4/27/2016,Intermediate Level
7.48,5.72,4/27/2016,Intermediate Level
7.63,5.72,4/27/2016,Intermediate Level
7.68,5.72,4/27/2016,Intermediate Level
7.80,5.72,4/27/2016,Intermediate Level
7.92,5.72,4/27/2016,Intermediate Level
8.12,5.72,4/27/2016,Intermediate Level
8.35,5.72,4/27/2016,Intermediate Level
8.43,5.72,4/27/2016,Intermediate Level
9.05,5.72,4/27/2016,Intermediate Level
10.20,5.72,4/27/2016,Intermediate Level
5.88,6.88,4/27/2016,Intermediate Level
6.52,6.88,4/27/2016,Intermediate Level
6.70,6.88,4/27/2016,Intermediate Level
6.82,6.88,4/27/2016,Intermediate Level
6.83,6.88,4/27/2016,Intermediate Level
6.97,6.88,4/27/2016,Intermediate Level
7.15,6.88,4/27/2016,Intermediate Level
7.18,6.88,4/27/2016,Intermediate Level
7.23,6.88,4/27/2016,Intermediate Level
7.38,6.88,4/27/2016,Intermediate Level
7.55,6.88,4/27/2016,Intermediate Level
7.62,6.88,4/27/2016,Intermediate Level
7.73,6.88,4/27/2016,Intermediate Level
7.80,6.88,4/27/2016,Intermediate Level
7.83,6.88,4/27/2016,Intermediate Level
7.85,6.88,4/27/2016,Intermediate Level
7.92,6.88,4/27/2016,Intermediate Level
8.10,6.88,4/27/2016,Intermediate Level
8.13,6.88,4/27/2016,Intermediate Level
8.23,6.88,4/27/2016,Intermediate Level
8.25,6.88,4/27/2016,Intermediate Level
9.02,6.88,4/27/2016,Intermediate Level
10.13,6.88,4/27/2016,Intermediate Level
10.67,6.88,4/27/2016,Intermediate Level
11.30,6.88,4/27/2016,Intermediate Level
11.43,6.88,4/27/2016,Intermediate Level
12.08,6.88,4/27/2016,Intermediate Level
14.05,6.88,4/27/2016,Intermediate Level
1.30,5.14,4/27/2016,Intermediate Level
6.10,5.14,4/27/2016,Intermediate Level
6.20,5.14,4/27/2016,Intermediate Level
6.28,5.14,4/27/2016,Intermediate Level
6.63,5.14,4/27/2016,Intermediate Level
6.70,5.14,4/27/2016,Intermediate Level
6.88,5.14,4/27/2016,Intermediate Level
7.22,5.14,4/27/2016,Intermediate Level
7.28,5.14,4/27/2016,Intermediate Level
7.30,5.14,4/27/2016,Intermediate Level
7.42,5.14,4/27/2016,Intermediate Level
7.53,5.14,4/27/2016,Intermediate Level
7.63,5.14,4/27/2016,Intermediate Level
7.68,5.14,4/27/2016,Intermediate Level
7.75,5.14,4/27/2016,Intermediate Level
7.93,5.14,4/27/2016,Intermediate Level
8.00,5.14,4/27/2016,Intermediate Level
8.08,5.14,4/27/2016,Intermediate Level
8.28,5.14,4/27/2016,Intermediate Level
9.05,5.14,4/27/2016,Intermediate Level
9.22,5.14,4/27/2016,Intermediate Level
9.37,5.14,4/27/2016,Intermediate Level
9.72,5.14,4/27/2016,Intermediate Level
10.25,5.14,4/27/2016,Intermediate Level
10.57,5.14,4/27/2016,Intermediate Level
5.83,7.11,4/27/2016,Intermediate Level
6.12,7.11,4/27/2016,Intermediate Level
6.63,7.11,4/27/2016,Intermediate Level
6.92,7.11,4/27/2016,Intermediate Level
6.93,7.11,4/27/2016,Intermediate Level
8.20,7.11,4/27/2016,Intermediate Level
8.37,7.11,4/27/2016,Intermediate Level
8.45,7.11,4/27/2016,Intermediate Level
8.50,7.11,4/27/2016,Intermediate Level
8.70,7.11,4/27/2016,Intermediate Level
8.98,7.11,4/27/2016,Intermediate Level
9.10,7.11,4/27/2016,Intermediate Level
9.17,7.11,4/27/2016,Intermediate Level
9.28,7.11,4/27/2016,Intermediate Level
9.58,7.11,4/27/2016,Intermediate Level
10.05,7.11,4/27/2016,Intermediate Level
10.60,7.11,4/27/2016,Intermediate Level
11.63,7.11,4/27/2016,Intermediate Level
4.33,0.00,4/27/2016,Beginner Level
6.77,0.00,4/27/2016,Beginner Level
7.35,0.00,4/27/2016,Beginner Level
5.57,6.82,4/27/2016,Intermediate Level
6.10,6.82,4/27/2016,Intermediate Level
6.43,6.82,4/27/2016,Intermediate Level
6.45,6.82,4/27/2016,Intermediate Level
6.92,6.82,4/27/2016,Intermediate Level
6.97,6.82,4/27/2016,Intermediate Level
7.07,6.82,4/27/2016,Intermediate Level
7.10,6.82,4/27/2016,Intermediate Level
7.25,6.82,4/27/2016,Intermediate Level
7.43,6.82,4/27/2016,Intermediate Level
7.45,6.82,4/27/2016,Intermediate Level
7.55,6.82,4/27/2016,Intermediate Level
7.58,6.82,4/27/2016,Intermediate Level
7.62,6.82,4/27/2016,Intermediate Level
7.63,6.82,4/27/2016,Intermediate Level
7.70,6.82,4/27/2016,Intermediate Level
7.78,6.82,4/27/2016,Intermediate Level
8.00,6.82,4/27/2016,Intermediate Level
8.02,6.82,4/27/2016,Intermediate Level
8.03,6.82,4/27/2016,Intermediate Level
8.18,6.82,4/27/2016,Intermediate Level
8.28,6.82,4/27/2016,Intermediate Level
8.57,6.82,4/27/2016,Intermediate Level
8.92,6.82,4/27/2016,Intermediate Level
9.10,6.82,4/27/2016,Intermediate Level
9.48,6.82,4/27/2016,Intermediate Level
11.32,6.82,4/27/2016,Intermediate Level
1.02,10.22,4/27/2016,Pro level
1.37,10.22,4/27/2016,Pro level
5.55,8.34,4/27/2016,Pro level
6.12,8.34,4/27/2016,Pro level
6.43,8.34,4/27/2016,Pro level
6.78,8.34,4/27/2016,Pro level
6.85,8.34,4/27/2016,Pro level
7.27,8.34,4/27/2016,Pro level
7.30,8.34,4/27/2016,Pro level
7.45,8.34,4/27/2016,Pro level
7.47,8.34,4/27/2016,Pro level
7.62,8.34,4/27/2016,Pro level
7.65,8.34,4/27/2016,Pro level
7.68,8.34,4/27/2016,Pro level
7.72,8.34,4/27/2016,Pro level
7.75,8.34,4/27/2016,Pro level
7.93,8.34,4/27/2016,Pro level
7.98,8.34,4/27/2016,Pro level
8.05,8.34,4/27/2016,Pro level
8.15,8.34,4/27/2016,Pro level
8.33,8.34,4/27/2016,Pro level
8.37,8.34,4/27/2016,Pro level
8.50,8.34,4/27/2016,Pro level
8.75,8.34,4/27/2016,Pro level
9.13,8.34,4/27/2016,Pro level
11.73,8.34,4/27/2016,Pro level
1.25,9.82,4/27/2016,Pro level
5.62,9.82,4/27/2016,Pro level
8.22,9.82,4/27/2016,Pro level
5.92,5.84,4/27/2016,Intermediate Level
5.93,5.84,4/27/2016,Intermediate Level
6.42,5.84,4/27/2016,Intermediate Level
6.45,5.84,4/27/2016,Intermediate Level
6.52,5.84,4/27/2016,Intermediate Level
6.65,5.84,4/27/2016,Intermediate Level
6.70,5.84,4/27/2016,Intermediate Level
6.82,5.84,4/27/2016,Intermediate Level
6.95,5.84,4/27/2016,Intermediate Level
7.02,5.84,4/27/2016,Intermediate Level
7.15,5.84,4/27/2016,Intermediate Level
7.52,5.84,4/27/2016,Intermediate Level
7.58,5.84,4/27/2016,Intermediate Level
7.82,5.84,4/27/2016,Intermediate Level
7.95,5.84,4/27/2016,Intermediate Level
8.12,5.84,4/27/2016,Intermediate Level
8.20,5.84,4/27/2016,Intermediate Level
8.55,5.84,4/27/2016,Intermediate Level
8.88,5.84,4/27/2016,Intermediate Level
8.98,5.84,4/27/2016,Intermediate Level
9.10,5.84,4/27/2016,Intermediate Level
9.25,5.84,4/27/2016,Intermediate Level
9.27,5.84,4/27/2016,Intermediate Level
9.37,5.84,4/27/2016,Intermediate Level
9.73,5.84,4/27/2016,Intermediate Level
9.85,5.84,4/27/2016,Intermediate Level
10.00,5.84,4/27/2016,Intermediate Level
10.10,5.84,4/27/2016,Intermediate Level
11.48,5.84,4/27/2016,Intermediate Level
6.00,1.13,4/27/2016,Beginner Level
6.28,1.13,4/27/2016,Beginner Level
6.77,1.13,4/27/2016,Beginner Level
6.78,1.13,4/27/2016,Beginner Level
6.93,1.13,4/27/2016,Beginner Level
7.05,1.13,4/27/2016,Beginner Level
7.13,1.13,4/27/2016,Beginner Level
7.72,1.13,4/27/2016,Beginner Level
8.22,1.13,4/27/2016,Beginner Level
8.38,1.13,4/27/2016,Beginner Level
8.78,1.13,4/27/2016,Beginner Level
9.08,1.13,4/27/2016,Beginner Level
9.12,1.13,4/27/2016,Beginner Level
9.20,1.13,4/27/2016,Beginner Level
4.40,8.53,4/28/2016,Pro level
4.57,8.53,4/28/2016,Pro level
4.93,8.53,4/28/2016,Pro level
5.10,8.53,4/28/2016,Pro level
5.15,8.53,4/28/2016,Pro level
5.33,8.53,4/28/2016,Pro level
5.38,8.53,4/28/2016,Pro level
5.70,8.53,4/28/2016,Pro level
5.77,8.53,4/28/2016,Pro level
5.82,8.53,4/28/2016,Pro level
5.90,8.53,4/28/2016,Pro level
6.07,8.53,4/28/2016,Pro level
6.12,8.53,4/28/2016,Pro level
6.28,8.53,4/28/2016,Pro level
6.40,8.53,4/28/2016,Pro level
6.55,8.53,4/28/2016,Pro level
6.60,8.53,4/28/2016,Pro level
6.72,8.53,4/28/2016,Pro level
6.78,8.53,4/28/2016,Pro level
7.08,8.53,4/28/2016,Pro level
7.37,8.53,4/28/2016,Pro level
7.48,8.53,4/28/2016,Pro level
10.18,8.53,4/28/2016,Pro level
11.87,8.53,4/28/2016,Pro level
2.12,6.84,4/28/2016,Intermediate Level
2.37,6.84,4/28/2016,Intermediate Level
2.57,6.84,4/28/2016,Intermediate Level
16.02,6.84,4/28/2016,Intermediate Level
16.02,4.57,4/28/2016,Beginner Level
2.97,1.16,4/28/2016,Beginner Level
5.25,1.16,4/28/2016,Beginner Level
7.03,1.16,4/28/2016,Beginner Level
8.32,1.16,4/28/2016,Beginner Level
12.92,1.16,4/28/2016,Beginner Level
6.33,3.95,4/28/2016,Beginner Level
8.08,3.95,4/28/2016,Beginner Level
8.30,3.95,4/28/2016,Beginner Level
8.50,3.95,4/28/2016,Beginner Level
8.57,3.95,4/28/2016,Beginner Level
8.68,3.95,4/28/2016,Beginner Level
8.85,3.95,4/28/2016,Beginner Level
9.00,3.95,4/28/2016,Beginner Level
9.05,3.95,4/28/2016,Beginner Level
9.08,3.95,4/28/2016,Beginner Level
9.10,3.95,4/28/2016,Beginner Level
9.13,3.95,4/28/2016,Beginner Level
9.22,3.95,4/28/2016,Beginner Level
9.23,3.95,4/28/2016,Beginner Level
9.27,3.95,4/28/2016,Beginner Level
9.33,3.95,4/28/2016,Beginner Level
9.42,3.95,4/28/2016,Beginner Level
9.45,3.95,4/28/2016,Beginner Level
9.47,3.95,4/28/2016,Beginner Level
9.55,3.95,4/28/2016,Beginner Level
9.85,3.95,4/28/2016,Beginner Level
10.12,3.95,4/28/2016,Beginner Level
1.15,1.03,4/28/2016,Beginner Level
6.43,3.60,4/28/2016,Beginner Level
7.50,3.60,4/28/2016,Beginner Level
7.65,3.60,4/28/2016,Beginner Level
7.68,3.60,4/28/2016,Beginner Level
7.85,3.60,4/28/2016,Beginner Level
7.88,3.60,4/28/2016,Beginner Level
8.07,3.60,4/28/2016,Beginner Level
8.15,3.60,4/28/2016,Beginner Level
8.17,3.60,4/28/2016,Beginner Level
8.32,3.60,4/28/2016,Beginner Level
8.40,3.60,4/28/2016,Beginner Level
8.57,3.60,4/28/2016,Beginner Level
8.85,3.60,4/28/2016,Beginner Level
9.28,3.60,4/28/2016,Beginner Level
10.03,3.60,4/28/2016,Beginner Level
5.08,4.88,4/28/2016,Beginner Level
5.60,4.88,4/28/2016,Beginner Level
6.18,4.88,4/28/2016,Beginner Level
6.20,4.88,4/28/2016,Beginner Level
6.37,4.88,4/28/2016,Beginner Level
6.40,4.88,4/28/2016,Beginner Level
6.58,4.88,4/28/2016,Beginner Level
6.62,4.88,4/28/2016,Beginner Level
7.05,4.88,4/28/2016,Beginner Level
7.38,4.88,4/28/2016,Beginner Level
7.53,4.88,4/28/2016,Beginner Level
7.60,4.88,4/28/2016,Beginner Level
7.78,4.88,4/28/2016,Beginner Level
7.82,4.88,4/28/2016,Beginner Level
7.93,4.88,4/28/2016,Beginner Level
7.97,4.88,4/28/2016,Beginner Level
8.00,4.88,4/28/2016,Beginner Level
8.33,4.88,4/28/2016,Beginner Level
8.50,4.88,4/28/2016,Beginner Level
8.53,4.88,4/28/2016,Beginner Level
8.70,4.88,4/28/2016,Beginner Level
8.77,4.88,4/28/2016,Beginner Level
9.00,4.88,4/28/2016,Beginner Level
9.27,4.88,4/28/2016,Beginner Level
9.43,4.88,4/28/2016,Beginner Level
10.43,4.88,4/28/2016,Beginner Level
1.28,0.00,4/28/2016,Beginner Level
4.13,0.00,4/28/2016,Beginner Level
5.53,0.00,4/28/2016,Beginner Level
6.70,0.00,4/28/2016,Beginner Level
6.80,0.00,4/28/2016,Beginner Level
8.23,0.00,4/28/2016,Beginner Level
8.93,0.00,4/28/2016,Beginner Level
9.02,0.00,4/28/2016,Beginner Level
1.08,7.28,4/28/2016,Intermediate Level
5.12,7.28,4/28/2016,Intermediate Level
5.35,7.28,4/28/2016,Intermediate Level
8.18,7.28,4/28/2016,Intermediate Level
8.30,7.28,4/28/2016,Intermediate Level
8.33,7.28,4/28/2016,Intermediate Level
8.35,7.28,4/28/2016,Intermediate Level
8.43,7.28,4/28/2016,Intermediate Level
8.53,7.28,4/28/2016,Intermediate Level
8.60,7.28,4/28/2016,Intermediate Level
8.62,7.28,4/28/2016,Intermediate Level
8.70,7.28,4/28/2016,Intermediate Level
8.83,7.28,4/28/2016,Intermediate Level
9.05,7.28,4/28/2016,Intermediate Level
9.10,7.28,4/28/2016,Intermediate Level
9.17,7.28,4/28/2016,Intermediate Level
9.18,7.28,4/28/2016,Intermediate Level
9.28,7.28,4/28/2016,Intermediate Level
9.30,7.28,4/28/2016,Intermediate Level
9.42,7.28,4/28/2016,Intermediate Level
10.63,7.28,4/28/2016,Intermediate Level
12.03,7.28,4/28/2016,Intermediate Level
1.08,7.75,4/28/2016,Intermediate Level
1.42,7.75,4/28/2016,Intermediate Level
1.73,7.75,4/28/2016,Intermediate Level
5.63,7.75,4/28/2016,Intermediate Level
5.77,7.75,4/28/2016,Intermediate Level
6.25,7.75,4/28/2016,Intermediate Level
6.27,7.75,4/28/2016,Intermediate Level
6.90,7.75,4/28/2016,Intermediate Level
7.17,7.75,4/28/2016,Intermediate Level
7.47,7.75,4/28/2016,Intermediate Level
7.52,7.75,4/28/2016,Intermediate Level
7.63,7.75,4/28/2016,Intermediate Level
8.23,7.75,4/28/2016,Intermediate Level
8.25,7.75,4/28/2016,Intermediate Level
8.27,7.75,4/28/2016,Intermediate Level
8.33,7.75,4/28/2016,Intermediate Level
8.35,7.75,4/28/2016,Intermediate Level
8.77,7.75,4/28/2016,Intermediate Level
9.02,7.75,4/28/2016,Intermediate Level
9.92,7.75,4/28/2016,Intermediate Level
9.95,7.75,4/28/2016,Intermediate Level
10.68,7.75,4/28/2016,Intermediate Level
1.78,3.01,4/28/2016,Beginner Level
1.80,3.01,4/28/2016,Beginner Level
5.75,3.01,4/28/2016,Beginner Level
5.88,3.01,4/28/2016,Beginner Level
6.05,3.01,4/28/2016,Beginner Level
6.23,3.01,4/28/2016,Beginner Level
6.32,3.01,4/28/2016,Beginner Level
6.52,3.01,4/28/2016,Beginner Level
6.70,3.01,4/28/2016,Beginner Level
6.77,3.01,4/28/2016,Beginner Level
6.95,3.01,4/28/2016,Beginner Level
7.07,3.01,4/28/2016,Beginner Level
7.10,3.01,4/28/2016,Beginner Level
7.27,3.01,4/28/2016,Beginner Level
7.37,3.01,4/28/2016,Beginner Level
7.50,3.01,4/28/2016,Beginner Level
7.62,3.01,4/28/2016,Beginner Level
7.65,3.01,4/28/2016,Beginner Level
7.70,3.01,4/28/2016,Beginner Level
7.82,3.01,4/28/2016,Beginner Level
8.20,3.01,4/28/2016,Beginner Level
8.32,3.01,4/28/2016,Beginner Level
8.35,3.01,4/28/2016,Beginner Level
8.55,3.01,4/28/2016,Beginner Level
8.83,3.01,4/28/2016,Beginner Level
8.88,3.01,4/28/2016,Beginner Level
9.03,3.01,4/28/2016,Beginner Level
2.02,6.25,4/28/2016,Intermediate Level
2.15,6.25,4/28/2016,Intermediate Level
2.23,6.25,4/28/2016,Intermediate Level
2.28,6.25,4/28/2016,Intermediate Level
2.98,6.25,4/28/2016,Intermediate Level
4.28,7.32,4/28/2016,Intermediate Level
5.20,7.32,4/28/2016,Intermediate Level
6.10,7.32,4/28/2016,Intermediate Level
6.22,7.32,4/28/2016,Intermediate Level
6.33,7.32,4/28/2016,Intermediate Level
6.77,7.32,4/28/2016,Intermediate Level
6.92,7.32,4/28/2016,Intermediate Level
7.13,7.32,4/28/2016,Intermediate Level
7.15,7.32,4/28/2016,Intermediate Level
7.17,7.32,4/28/2016,Intermediate Level
7.18,7.32,4/28/2016,Intermediate Level
7.23,7.32,4/28/2016,Intermediate Level
7.32,7.32,4/28/2016,Intermediate Level
7.37,7.32,4/28/2016,Intermediate Level
7.45,7.32,4/28/2016,Intermediate Level
7.48,7.32,4/28/2016,Intermediate Level
7.63,7.32,4/28/2016,Intermediate Level
7.68,7.32,4/28/2016,Intermediate Level
7.80,7.32,4/28/2016,Intermediate Level
7.92,7.32,4/28/2016,Intermediate Level
8.12,7.32,4/28/2016,Intermediate Level
8.35,7.32,4/28/2016,Intermediate Level
8.43,7.32,4/28/2016,Intermediate Level
9.05,7.32,4/28/2016,Intermediate Level
10.20,7.32,4/28/2016,Intermediate Level
5.88,7.63,4/28/2016,Intermediate Level
6.52,7.63,4/28/2016,Intermediate Level
6.70,7.63,4/28/2016,Intermediate Level
6.82,7.63,4/28/2016,Intermediate Level
6.83,7.63,4/28/2016,Intermediate Level
6.97,7.63,4/28/2016,Intermediate Level
7.15,7.63,4/28/2016,Intermediate Level
7.18,7.63,4/28/2016,Intermediate Level
7.23,7.63,4/28/2016,Intermediate Level
7.38,7.63,4/28/2016,Intermediate Level
7.55,7.63,4/28/2016,Intermediate Level
7.62,7.63,4/28/2016,Intermediate Level
7.73,7.63,4/28/2016,Intermediate Level
7.80,7.63,4/28/2016,Intermediate Level
7.83,7.63,4/28/2016,Intermediate Level
7.85,7.63,4/28/2016,Intermediate Level
7.92,7.63,4/28/2016,Intermediate Level
8.10,7.63,4/28/2016,Intermediate Level
8.13,7.63,4/28/2016,Intermediate Level
8.23,7.63,4/28/2016,Intermediate Level
8.25,7.63,4/28/2016,Intermediate Level
9.02,7.63,4/28/2016,Intermediate Level
10.13,7.63,4/28/2016,Intermediate Level
10.67,7.63,4/28/2016,Intermediate Level
11.30,7.63,4/28/2016,Intermediate Level
11.43,7.63,4/28/2016,Intermediate Level
12.08,7.63,4/28/2016,Intermediate Level
14.05,7.63,4/28/2016,Intermediate Level
1.30,7.43,4/28/2016,Intermediate Level
6.10,7.43,4/28/2016,Intermediate Level
6.20,7.43,4/28/2016,Intermediate Level
6.28,7.43,4/28/2016,Intermediate Level
6.63,7.43,4/28/2016,Intermediate Level
6.70,7.43,4/28/2016,Intermediate Level
6.88,7.43,4/28/2016,Intermediate Level
7.22,7.43,4/28/2016,Intermediate Level
7.28,7.43,4/28/2016,Intermediate Level
7.30,7.43,4/28/2016,Intermediate Level
7.42,7.43,4/28/2016,Intermediate Level
7.53,7.43,4/28/2016,Intermediate Level
7.63,7.43,4/28/2016,Intermediate Level
7.68,7.43,4/28/2016,Intermediate Level
7.75,7.43,4/28/2016,Intermediate Level
7.93,7.43,4/28/2016,Intermediate Level
8.00,7.43,4/28/2016,Intermediate Level
8.08,7.43,4/28/2016,Intermediate Level
8.28,7.43,4/28/2016,Intermediate Level
9.05,7.43,4/28/2016,Intermediate Level
9.22,7.43,4/28/2016,Intermediate Level
9.37,7.43,4/28/2016,Intermediate Level
9.72,7.43,4/28/2016,Intermediate Level
10.25,7.43,4/28/2016,Intermediate Level
10.57,7.43,4/28/2016,Intermediate Level
5.83,2.60,4/28/2016,Beginner Level
6.12,2.60,4/28/2016,Beginner Level
6.63,2.60,4/28/2016,Beginner Level
6.92,2.60,4/28/2016,Beginner Level
6.93,2.60,4/28/2016,Beginner Level
8.20,2.60,4/28/2016,Beginner Level
8.37,2.60,4/28/2016,Beginner Level
8.45,2.60,4/28/2016,Beginner Level
8.50,2.60,4/28/2016,Beginner Level
8.70,2.60,4/28/2016,Beginner Level
8.98,2.60,4/28/2016,Beginner Level
9.10,2.60,4/28/2016,Beginner Level
9.17,2.60,4/28/2016,Beginner Level
9.28,2.60,4/28/2016,Beginner Level
9.58,2.60,4/28/2016,Beginner Level
10.05,2.60,4/28/2016,Beginner Level
10.60,2.60,4/28/2016,Beginner Level
11.63,2.60,4/28/2016,Beginner Level
4.33,0.50,4/28/2016,Beginner Level
6.77,0.50,4/28/2016,Beginner Level
7.35,0.50,4/28/2016,Beginner Level
5.57,8.35,4/28/2016,Pro level
6.10,8.35,4/28/2016,Pro level
6.43,8.35,4/28/2016,Pro level
6.45,8.35,4/28/2016,Pro level
6.92,8.35,4/28/2016,Pro level
6.97,8.35,4/28/2016,Pro level
7.07,8.35,4/28/2016,Pro level
7.10,8.35,4/28/2016,Pro level
7.25,8.35,4/28/2016,Pro level
7.43,8.35,4/28/2016,Pro level
7.45,8.35,4/28/2016,Pro level
7.55,8.35,4/28/2016,Pro level
7.58,8.35,4/28/2016,Pro level
7.62,8.35,4/28/2016,Pro level
7.63,8.35,4/28/2016,Pro level
7.70,8.35,4/28/2016,Pro level
7.78,8.35,4/28/2016,Pro level
8.00,8.35,4/28/2016,Pro level
8.02,8.35,4/28/2016,Pro level
8.03,8.35,4/28/2016,Pro level
8.18,8.35,4/28/2016,Pro level
8.28,8.35,4/28/2016,Pro level
8.57,8.35,4/28/2016,Pro level
8.92,8.35,4/28/2016,Pro level
9.10,8.35,4/28/2016,Pro level
9.48,8.35,4/28/2016,Pro level
11.32,8.35,4/28/2016,Pro level
1.02,10.12,4/28/2016,Pro level
1.37,10.12,4/28/2016,Pro level
5.55,7.80,4/28/2016,Intermediate Level
6.12,7.80,4/28/2016,Intermediate Level
6.43,7.80,4/28/2016,Intermediate Level
6.78,7.80,4/28/2016,Intermediate Level
6.85,7.80,4/28/2016,Intermediate Level
7.27,7.80,4/28/2016,Intermediate Level
7.30,7.80,4/28/2016,Intermediate Level
7.45,7.80,4/28/2016,Intermediate Level
7.47,7.80,4/28/2016,Intermediate Level
7.62,7.80,4/28/2016,Intermediate Level
7.65,7.80,4/28/2016,Intermediate Level
7.68,7.80,4/28/2016,Intermediate Level
7.72,7.80,4/28/2016,Intermediate Level
7.75,7.80,4/28/2016,Intermediate Level
7.93,7.80,4/28/2016,Intermediate Level
7.98,7.80,4/28/2016,Intermediate Level
8.05,7.80,4/28/2016,Intermediate Level
8.15,7.80,4/28/2016,Intermediate Level
8.33,7.80,4/28/2016,Intermediate Level
8.37,7.80,4/28/2016,Intermediate Level
8.50,7.80,4/28/2016,Intermediate Level
8.75,7.80,4/28/2016,Intermediate Level
9.13,7.80,4/28/2016,Intermediate Level
11.73,7.80,4/28/2016,Intermediate Level
1.25,12.40,4/28/2016,Pro level
5.62,12.40,4/28/2016,Pro level
8.22,12.40,4/28/2016,Pro level
5.92,4.30,4/28/2016,Beginner Level
5.93,4.30,4/28/2016,Beginner Level
6.42,4.30,4/28/2016,Beginner Level
6.45,4.30,4/28/2016,Beginner Level
6.52,4.30,4/28/2016,Beginner Level
6.65,4.30,4/28/2016,Beginner Level
6.70,4.30,4/28/2016,Beginner Level
6.82,4.30,4/28/2016,Beginner Level
6.95,4.30,4/28/2016,Beginner Level
7.02,4.30,4/28/2016,Beginner Level
7.15,4.30,4/28/2016,Beginner Level
7.52,4.30,4/28/2016,Beginner Level
7.58,4.30,4/28/2016,Beginner Level
7.82,4.30,4/28/2016,Beginner Level
7.95,4.30,4/28/2016,Beginner Level
8.12,4.30,4/28/2016,Beginner Level
8.20,4.30,4/28/2016,Beginner Level
8.55,4.30,4/28/2016,Beginner Level
8.88,4.30,4/28/2016,Beginner Level
8.98,4.30,4/28/2016,Beginner Level
9.10,4.30,4/28/2016,Beginner Level
9.25,4.30,4/28/2016,Beginner Level
9.27,4.30,4/28/2016,Beginner Level
9.37,4.30,4/28/2016,Beginner Level
9.73,4.30,4/28/2016,Beginner Level
9.85,4.30,4/28/2016,Beginner Level
10.00,4.30,4/28/2016,Beginner Level
10.10,4.30,4/28/2016,Beginner Level
11.48,4.30,4/28/2016,Beginner Level
6.00,3.94,4/28/2016,Beginner Level
6.28,3.94,4/28/2016,Beginner Level
6.77,3.94,4/28/2016,Beginner Level
6.78,3.94,4/28/2016,Beginner Level
6.93,3.94,4/28/2016,Beginner Level
7.05,3.94,4/28/2016,Beginner Level
7.13,3.94,4/28/2016,Beginner Level
7.72,3.94,4/28/2016,Beginner Level
8.22,3.94,4/28/2016,Beginner Level
8.38,3.94,4/28/2016,Beginner Level
8.78,3.94,4/28/2016,Beginner Level
9.08,3.94,4/28/2016,Beginner Level
9.12,3.94,4/28/2016,Beginner Level
9.20,3.94,4/28/2016,Beginner Level
4.40,7.15,4/29/2016,Intermediate Level
